"Id","ParentTagId","Name","Slug","FullPath","Description","DatasetCount","CompetitionCount","KernelCount"
"16757","16679","efficientnet-b3","efficientnet-b3","architecture > efficientnet-b3","","0","0","2"
"16758","16679","efficientnet-b4","efficientnet-b4","architecture > efficientnet-b4","","0","0","0"
"16759","16679","efficientnet-b5","efficientnet-b5","architecture > efficientnet-b5","","0","0","2"
"16760","16679","efficientnet-b6","efficientnet-b6","architecture > efficientnet-b6","","0","0","0"
"16761","16679","efficientnet-b7","efficientnet-b7","architecture > efficientnet-b7","","0","0","4"
"16762","16679","elmo","elmo","architecture > elmo","","0","0","1"
"16763","16679","fastdepth","fastdepth","architecture > fastdepth","","0","0","0"
"16764","16679","faster r-cnn","faster-r-cnn","architecture > faster-r-cnn","","0","0","2"
"16765","16679","fcos","fcos","architecture > fcos","","0","0","1"
"16766","16679","fsaf","fsaf","architecture > fsaf","","0","0","0"
"16767","16679","i3d","i3d","architecture > i3d","","0","0","0"
"16768","16679","inception resnet v2","inception-resnet-v2","architecture > inception-resnet-v2","","0","0","1"
"16769","16679","inception v1","inception-v1","architecture > inception-v1","","1","0","1"
"16770","16679","inception v2","inception-v2","architecture > inception-v2","","0","0","0"
"16771","16679","inception v3","inception-v3","architecture > inception-v3","","1","0","4"
"16772","16679","inception v4","inception-v4","architecture > inception-v4","","0","0","0"
"16773","16679","keywordspottingnet","keywordspottingnet","architecture > keywordspottingnet","","0","0","1"
"16774","16679","mask r-cnn","mask-r-cnn","architecture > mask-r-cnn","","2","0","1"
"16775","16679","midas","midas","architecture > midas","","0","0","1"
"16776","16679","mlp-mixer","mlp-mixer","architecture > mlp-mixer","","0","0","3"
"16777","16679","mobilebert","mobilebert","architecture > mobilebert","","0","0","0"
"16778","16679","mobilebert edgetpu small","mobilebert-edgetpu-small","architecture > mobilebert-edgetpu-small","","0","0","0"
"16779","16679","mobilebert uncased_l-24_h-128_b-512_a-4_f-4_opt","mobilebert-uncased-l-24-h-128-b-512-a-4-f-4-opt","architecture > mobilebert-uncased-l-24-h-128-b-512-a-4-f-4-opt","","0","0","0"
"16780","16679","mobilenet","mobilenet","architecture > mobilenet","","0","0","0"
"16781","16679","mobilenet v1","mobilenet-v1","architecture > mobilenet-v1","","0","0","0"
"16782","16679","mobilenet v2","mobilenet-v2","architecture > mobilenet-v2","","2","0","14"
"16783","16679","mobilenet v3","mobilenet-v3","architecture > mobilenet-v3","","0","0","1"
"16784","16679","movinet","movinet","architecture > movinet","","1","0","1"
"16785","16679","multi-band melgan","multi-band-melgan","architecture > multi-band-melgan","","0","0","0"
"16786","16679","nasnet-a (large)","nasnet-a-large","architecture > nasnet-a-large","","0","0","0"
"16787","16679","nasnet-a (mobile)","nasnet-a-mobile","architecture > nasnet-a-mobile","","0","0","0"
"16788","16679","nnclr","nnclr","architecture > nnclr","","0","0","0"
"16789","16679","nnlm","nnlm","architecture > nnlm","","0","0","0"
"16790","16673","other","other","task > other","","5","0","2"
"16791","16679","pnasnet-5 (large)","pnasnet-5-large","architecture > pnasnet-5-large","","0","0","0"
"16792","16679","progressive gan","progressive-gan","architecture > progressive-gan","","0","0","0"
"16793","16679","regnetx","regnetx","architecture > regnetx","","0","0","1"
"16794","16679","regnety","regnety","architecture > regnety","","0","0","0"
"16795","16679","reqa","reqa","architecture > reqa","","0","0","0"
"16796","16679","resnet","resnet","architecture > resnet","","0","0","26"
"16797","16679","resnet cifar","resnet-cifar","architecture > resnet-cifar","","0","0","0"
"16798","16679","resnet v1 101","resnet-v1-101","architecture > resnet-v1-101","","1","0","0"
"16799","16679","resnet v1 152","resnet-v1-152","architecture > resnet-v1-152","","0","0","1"
"16800","16679","resnet v1 200","resnet-v1-200","architecture > resnet-v1-200","","0","0","0"
"16801","16679","resnet v1 50","resnet-v1-50","architecture > resnet-v1-50","","0","0","8"
"16802","16679","resnet v2 101","resnet-v2-101","architecture > resnet-v2-101","","0","0","1"
"16803","16679","resnet v2 152","resnet-v2-152","architecture > resnet-v2-152","","0","0","1"
"16804","16679","resnet v2 50","resnet-v2-50","architecture > resnet-v2-50","","0","0","1"
"16805","16679","resnet-152","resnet-152","architecture > resnet-152","","0","0","0"
"16806","16679","resnet101-v2","resnet101-v2","architecture > resnet101-v2","","0","0","0"
"16807","16679","resnet101x3-v2","resnet101x3-v2","architecture > resnet101x3-v2","","0","0","0"
"16808","16679","resnet152x4-v2","resnet152x4-v2","architecture > resnet152x4-v2","","0","0","0"
"16809","16679","resnet19","resnet19","architecture > resnet19","","0","0","0"
"16810","16679","resnet50-v2","resnet50-v2","architecture > resnet50-v2","","0","0","6"
"16811","16679","resnet50x3-v2","resnet50x3-v2","architecture > resnet50x3-v2","","0","0","0"
"16812","16679","retinanet","retinanet","architecture > retinanet","","0","0","0"
"16813","16679","s3d","s3d","architecture > s3d","","0","0","0"
"16814","16679","s3d-g","s3d-g","architecture > s3d-g","","0","0","0"
"16815","16679","silero-stt","silero-stt","architecture > silero-stt","","0","0","0"
"16816","16679","ssd","ssd","architecture > ssd","","0","0","1"
"16817","16679","ssd mobilenet v1","ssd-mobilenet-v1","architecture > ssd-mobilenet-v1","","0","0","0"
"16818","16679","ssd mobilenet v2","ssd-mobilenet-v2","architecture > ssd-mobilenet-v2","","1","0","0"
"16819","16679","ssd mobilenet v2 fpn","ssd-mobilenet-v2-fpn","architecture > ssd-mobilenet-v2-fpn","","0","0","0"
"16820","16679","ssd spaghettinet edgetpu large","ssd-spaghettinet-edgetpu-large","architecture > ssd-spaghettinet-edgetpu-large","","0","0","0"
"16821","16679","swin transformer","swin-transformer","architecture > swin-transformer","","0","0","1"
"16822","16679","swivel","swivel","architecture > swivel","","0","0","0"
"16823","16679","tacotron 2","tacotron-2","architecture > tacotron-2","","1","0","0"
"16824","16679","transformer","transformer","architecture > transformer","","3","0","20"
"16825","16679","transformer in transformer","transformer-in-transformer","architecture > transformer-in-transformer","","0","0","0"
"16826","16679","transformer xl","transformer-xl","architecture > transformer-xl","","0","0","0"
"16827","16679","tridentnet","tridentnet","architecture > tridentnet","","0","0","0"
"16828","16679","tsm resnet50","tsm-resnet50","architecture > tsm-resnet50","","0","0","1"
"16829","16679","tsm resnet50x2","tsm-resnet50x2","architecture > tsm-resnet50x2","","0","0","0"
"16830","16679","tvn-1","tvn-1","architecture > tvn-1","","0","0","0"
"16831","16679","tvn-2","tvn-2","architecture > tvn-2","","0","0","0"
"16832","16679","tvn-3","tvn-3","architecture > tvn-3","","0","0","0"
"16833","16679","tvn-mobile-1","tvn-mobile-1","architecture > tvn-mobile-1","","0","0","0"
"16834","16679","ulmfit","ulmfit","architecture > ulmfit","","0","0","0"
"16835","16679","unet","unet","architecture > unet","","5","0","21"
"16836","16679","vae","vae","architecture > vae","","3","0","1"
"16837","16679","vgg-style","vgg-style","architecture > vgg-style","","0","0","13"
"16838","16679","videoflow","videoflow","architecture > videoflow","","0","0","1"
"16839","16679","vision transformer","vision-transformer","architecture > vision-transformer","","1","0","10"
"16840","16679","wae","wae","architecture > wae","","0","0","0"
"16841","16679","wav2vec2","wav2vec2","architecture > wav2vec2","","0","0","1"
"16842","16679","wide-resnet-40-8","wide-resnet-40-8","architecture > wide-resnet-40-8","","0","0","0"
"16843","16679","word2vec skip-gram","word2vec-skip-gram","architecture > word2vec-skip-gram","","4","0","5"
"16844","16679","wrn-106","wrn-106","architecture > wrn-106","","0","0","0"
"16845","16679","xcit","xcit","architecture > xcit","","0","0","0"
"16846","16679","yolo","yolo","architecture > yolo","","16","0","12"
"16847","16679","yolov5","yolov5","architecture > yolov5","","10","0","8"
"16848","16674","abkhazian","abkhazian","language > abkhazian","","0","0","0"
"16849","16674","afar","afar","language > afar","","0","0","0"
"16850","16674","afrikaans","afrikaans","language > afrikaans","","1","0","0"
"16851","16674","akan","akan","language > akan","","0","0","0"
"16852","16674","albanian","albanian","language > albanian","","0","0","0"
"16853","16674","amharic","amharic","language > amharic","","0","0","0"
"16854","16674","arabic","arabic","language > arabic","","8","0","10"
"16855","16674","aragonese","aragonese","language > aragonese","","0","0","0"
"16856","16674","armenian","armenian","language > armenian","","0","0","1"
"16857","16674","assamese","assamese","language > assamese","","0","0","0"
"16858","16674","avaric","avaric","language > avaric","","0","0","0"
"16859","16674","avestan","avestan","language > avestan","","0","0","0"
"16860","16674","aymara","aymara","language > aymara","","0","0","0"
"16861","16674","azerbaijani","azerbaijani","language > azerbaijani","","0","0","0"
"16862","16674","bambara","bambara","language > bambara","","0","0","0"
"16863","16674","bashkir","bashkir","language > bashkir","","0","0","0"
"16864","16674","basque","basque","language > basque","","0","0","0"
"16865","16674","belarusian","belarusian","language > belarusian","","2","0","1"
"16866","16674","bengali","bengali","language > bengali","","5","0","4"
"16867","16674","bislama","bislama","language > bislama","","0","0","0"
"16868","16674","bosnian","bosnian","language > bosnian","","0","0","0"
"16869","16674","breton","breton","language > breton","","0","0","0"
"16870","16674","bulgarian","bulgarian","language > bulgarian","","2","0","0"
"16871","16674","burmese","burmese","language > burmese","","0","0","0"
"16872","16674","catalan","catalan","language > catalan","","1","0","0"
"16873","16674","valencian","valencian","language > valencian","","0","0","0"
"16874","16674","chamorro","chamorro","language > chamorro","","0","0","0"
"16875","16674","chechen","chechen","language > chechen","","0","0","0"
"16876","16674","chichewa","chichewa","language > chichewa","","0","0","0"
"16877","16674","chewa","chewa","language > chewa","","0","0","0"
"16878","16674","nyanja","nyanja","language > nyanja","","0","0","0"
"16879","16674","chinese","chinese","language > chinese","","11","0","90"
"16880","16674","church slavic","church-slavic","language > church-slavic","","0","0","0"
"16881","16674","old bulgarian","old-bulgarian","language > old-bulgarian","","0","0","0"
"16882","16674","chuvash","chuvash","language > chuvash","","0","0","0"
"16883","16674","cornish","cornish","language > cornish","","0","0","0"
"16884","16674","corsican","corsican","language > corsican","","0","0","0"
"16885","16674","cree","cree","language > cree","","0","0","0"
"16886","16674","croatian","croatian","language > croatian","","1","0","0"
"16887","16674","czech","czech","language > czech","","0","0","0"
"16888","16674","danish","danish","language > danish","","0","0","0"
"16889","16674","divehi","divehi","language > divehi","","0","0","0"
"16890","16674","dhivehi","dhivehi","language > dhivehi","","0","0","0"
"16891","16674","maldivian","maldivian","language > maldivian","","0","0","0"
"16892","16674","dutch","dutch","language > dutch","","2","0","1"
"16893","16674","flemish","flemish","language > flemish","","0","0","0"
"16894","16674","dzongkha","dzongkha","language > dzongkha","","1","0","0"
"16895","16674","english","english","language > english","","339","0","119"
"16896","16674","esperanto","esperanto","language > esperanto","","0","0","0"
"16897","16674","estonian","estonian","language > estonian","","0","0","0"
"16898","16674","ewe","ewe","language > ewe","","0","0","0"
"16899","16674","faroese","faroese","language > faroese","","0","0","0"
"16900","16674","fijian","fijian","language > fijian","","0","0","0"
"16901","16674","finnish","finnish","language > finnish","","0","0","0"
"16902","16674","french","french","language > french","","11","0","4"
"16903","16674","western frisian","western-frisian","language > western-frisian","","0","0","0"
"16904","16674","fulah","fulah","language > fulah","","0","0","0"
"16905","16674","gaelic","gaelic","language > gaelic","","0","0","0"
"16906","16674","scottish gaelic","scottish-gaelic","language > scottish-gaelic","","0","0","0"
"16907","16674","galician","galician","language > galician","","0","0","0"
"16908","16674","ganda","ganda","language > ganda","","0","0","0"
"16909","16674","georgian","georgian","language > georgian","","1","0","0"
"16910","16674","german","german","language > german","","9","0","1"
"16911","16674","greek","greek","language > greek","","0","0","0"
"16912","16674","kalaallisut","kalaallisut","language > kalaallisut","","0","0","0"
"16913","16674","greenlandic","greenlandic","language > greenlandic","","0","0","0"
"16914","16674","guarani","guarani","language > guarani","","0","0","0"
"16915","16674","gujarati","gujarati","language > gujarati","","0","0","0"
"16916","16674","haitian","haitian","language > haitian","","0","0","0"
"16917","16674","haitian creole","haitian-creole","language > haitian-creole","","0","0","0"
"16918","16674","hausa","hausa","language > hausa","","0","0","0"
"16919","16674","hebrew","hebrew","language > hebrew","","1","0","0"
"16920","16674","herero","herero","language > herero","","0","0","0"
"16921","16674","hindi","hindi","language > hindi","","3","0","1"
"16922","16674","hiri motu","hiri-motu","language > hiri-motu","","0","0","0"
"16923","16674","hungarian","hungarian","language > hungarian","","1","0","2"
"16924","16674","icelandic","icelandic","language > icelandic","","0","0","0"
"16925","16674","ido","ido","language > ido","","0","0","0"
"16926","16674","igbo","igbo","language > igbo","","0","0","0"
"16927","16674","indonesian","indonesian","language > indonesian","","19","0","4"
"16928","16674","interlingua","interlingua","language > interlingua","","0","0","0"
"16929","16674","interlingue, occidental","interlingue-occidental","language > interlingue-occidental","","0","0","0"
"16930","16674","inuktitut","inuktitut","language > inuktitut","","0","0","0"
"16931","16674","inupiaq","inupiaq","language > inupiaq","","0","0","0"
"16932","16674","irish","irish","language > irish","","1","0","0"
"16933","16674","italian","italian","language > italian","","2","0","2"
"16934","16674","japanese","japanese","language > japanese","","23","0","9"
"16935","16674","javanese","javanese","language > javanese","","0","0","0"
"16936","16674","kannada","kannada","language > kannada","","0","0","1"
"16937","16674","kanuri","kanuri","language > kanuri","","0","0","0"
"16938","16674","kashmiri","kashmiri","language > kashmiri","","0","0","1"
"16939","16674","kazakh","kazakh","language > kazakh","","1","0","0"
"16940","16674","central khmer","central-khmer","language > central-khmer","","0","0","0"
"16941","16674","kikuyu","kikuyu","language > kikuyu","","0","0","0"
"16942","16674","gikuyu","gikuyu","language > gikuyu","","0","0","0"
"16943","16674","kinyarwanda","kinyarwanda","language > kinyarwanda","","0","0","0"
"16944","16674","kirghiz","kirghiz","language > kirghiz","","1","0","0"
"16945","16674","kyrgyz","kyrgyz","language > kyrgyz","","1","0","0"
"16946","16674","komi","komi","language > komi","","0","0","0"
"16947","16674","kongo","kongo","language > kongo","","0","0","0"
"16948","16674","korean","korean","language > korean","","3","0","6"
"16949","16674","kuanyama","kuanyama","language > kuanyama","","0","0","0"
"16950","16674","kwanyama","kwanyama","language > kwanyama","","0","0","0"
"16951","16674","kurdish","kurdish","language > kurdish","","2","0","1"
"16952","16674","lao","lao","language > lao","","0","0","0"
"16953","16674","latin","latin","language > latin","","1","0","0"
"16954","16674","latvian","latvian","language > latvian","","0","0","0"
"16955","16674","limburgan","limburgan","language > limburgan","","0","0","0"
"16956","16674","limburgish","limburgish","language > limburgish","","0","0","0"
"16957","16674","limburger","limburger","language > limburger","","0","0","0"
"16958","16674","lingala","lingala","language > lingala","","0","0","0"
"16959","16674","lithuanian","lithuanian","language > lithuanian","","0","0","0"
"16960","16674","luba-katanga","luba-katanga","language > luba-katanga","","0","0","0"
"16961","16674","luxembourgish","luxembourgish","language > luxembourgish","","1","0","0"
"16962","16674","letzeburgesch","letzeburgesch","language > letzeburgesch","","0","0","0"
"16963","16674","macedonian","macedonian","language > macedonian","","0","0","0"
"16964","16674","malagasy","malagasy","language > malagasy","","0","0","0"
"16965","16674","malay","malay","language > malay","","3","0","0"
"16966","16674","malayalam","malayalam","language > malayalam","","1","0","0"
"16967","16674","maltese","maltese","language > maltese","","0","0","0"
"16968","16674","manx","manx","language > manx","","0","0","0"
"16969","16674","maori","maori","language > maori","","0","0","0"
"16970","16674","marathi","marathi","language > marathi","","0","0","0"
"16971","16674","marshallese","marshallese","language > marshallese","","0","0","0"
"16972","16674","mongolian","mongolian","language > mongolian","","0","0","0"
"16973","16674","nauru","nauru","language > nauru","","0","0","0"
"16974","16674","navajo","navajo","language > navajo","","0","0","0"
"16975","16674","navaho","navaho","language > navaho","","0","0","0"
"16976","16674","north ndebele","north-ndebele","language > north-ndebele","","0","0","0"
"16977","16674","south ndebele","south-ndebele","language > south-ndebele","","0","0","0"
"16978","16674","ndonga","ndonga","language > ndonga","","0","0","0"
"16979","16674","nepali","nepali","language > nepali","","3","0","1"
"16980","16674","norwegian","norwegian","language > norwegian","","0","0","0"
"16981","16674","norwegian bokml","norwegian-bokml","language > norwegian-bokml","","0","0","0"
"16982","16674","norwegian nynorsk","norwegian-nynorsk","language > norwegian-nynorsk","","0","0","0"
"16983","16674","sichuan yi","sichuan-yi","language > sichuan-yi","","0","0","0"
"16984","16674","nuosu","nuosu","language > nuosu","","0","0","0"
"16985","16674","occitan","occitan","language > occitan","","0","0","0"
"16986","16674","ojibwa","ojibwa","language > ojibwa","","0","0","0"
"16987","16674","oriya","oriya","language > oriya","","0","0","0"
"16988","16674","oromo","oromo","language > oromo","","2","0","0"
"16989","16674","ossetian","ossetian","language > ossetian","","0","0","0"
"16990","16674","ossetic","ossetic","language > ossetic","","0","0","0"
"16991","16674","pali","pali","language > pali","","0","0","0"
"16992","16674","pashto, pushto","pashto-pushto","language > pashto-pushto","","0","0","0"
"16993","16674","persian","persian","language > persian","","8","0","0"
"16994","16674","polish","polish","language > polish","","1","0","0"
"16995","16674","portuguese","portuguese","language > portuguese","","17","0","27"
"16996","16674","punjabi","punjabi","language > punjabi","","0","0","0"
"16997","16674","panjabi","panjabi","language > panjabi","","0","0","0"
"16998","16674","quechua","quechua","language > quechua","","0","0","0"
"16999","16674","romanian","romanian","language > romanian","","0","0","1"
"17000","16674","moldovan","moldovan","language > moldovan","","0","0","0"
"17001","16674","moldavian","moldavian","language > moldavian","","0","0","0"
"17002","16674","romansh","romansh","language > romansh","","0","0","0"
"17003","16674","rundi","rundi","language > rundi","","0","0","0"
"17004","16674","russian","russian","language > russian","","16","0","10"
"17005","16674","northern sami","northern-sami","language > northern-sami","","0","0","0"
"17006","16674","samoan","samoan","language > samoan","","0","0","0"
"17007","16674","sango","sango","language > sango","","0","0","0"
"17008","16674","sanskrit","sanskrit","language > sanskrit","","1","0","0"
"17009","16674","sardinian","sardinian","language > sardinian","","0","0","0"
"17010","16674","serbian","serbian","language > serbian","","1","0","0"
"17011","16674","shona","shona","language > shona","","0","0","0"
"17012","16674","sindhi","sindhi","language > sindhi","","0","0","0"
"17013","16674","sinhala","sinhala","language > sinhala","","2","0","0"
"17014","16674","sinhalese","sinhalese","language > sinhalese","","1","0","0"
"17015","16674","slovak","slovak","language > slovak","","0","0","0"
"17016","16674","slovenian","slovenian","language > slovenian","","0","0","0"
"17017","16674","somali","somali","language > somali","","1","0","0"
"17018","16674","southern sotho","southern-sotho","language > southern-sotho","","0","0","0"
"17019","16674","spanish","spanish","language > spanish","","35","0","14"
"17020","16674","castilian","castilian","language > castilian","","0","0","0"
"17021","16674","sundanese","sundanese","language > sundanese","","0","0","0"
"17022","16674","swahili","swahili","language > swahili","","1","0","0"
"17023","16674","swati","swati","language > swati","","0","0","0"
"17024","16674","swedish","swedish","language > swedish","","0","0","0"
"17025","16674","tagalog","tagalog","language > tagalog","","1","0","0"
"17026","16674","tahitian","tahitian","language > tahitian","","0","0","0"
"17027","16674","tajik","tajik","language > tajik","","0","0","0"
"17028","16674","tamil","tamil","language > tamil","","1","0","0"
"17029","16674","tatar","tatar","language > tatar","","0","0","0"
"17030","16674","telugu","telugu","language > telugu","","1","0","0"
"17031","16674","thai","thai","language > thai","","1","0","0"
"17032","16674","tibetan","tibetan","language > tibetan","","0","0","0"
"17033","16674","tigrinya","tigrinya","language > tigrinya","","0","0","0"
"17034","16674","tonga","tonga","language > tonga","","0","0","0"
"17035","16674","tsonga","tsonga","language > tsonga","","0","0","0"
"17036","16674","tswana","tswana","language > tswana","","0","0","0"
"17037","16674","turkish","turkish","language > turkish","","32","0","14"
"17038","16674","turkmen","turkmen","language > turkmen","","0","0","0"
"17039","16674","twi","twi","language > twi","","0","0","0"
"17040","16674","uighur","uighur","language > uighur","","0","0","0"
"17041","16674","uyghur","uyghur","language > uyghur","","1","0","0"
"17042","16674","ukrainian","ukrainian","language > ukrainian","","7","0","2"
"17043","16674","urdu","urdu","language > urdu","","6","0","1"
"17044","16674","uzbek","uzbek","language > uzbek","","2","0","1"
"17045","16674","venda","venda","language > venda","","0","0","0"
"17046","16674","vietnamese","vietnamese","language > vietnamese","","10","0","2"
"17047","16674","volapk","volapk","language > volapk","","0","0","0"
"17048","16674","walloon","walloon","language > walloon","","0","0","0"
"17049","16674","welsh","welsh","language > welsh","","0","0","0"
"17050","16674","wolof","wolof","language > wolof","","0","0","0"
"17051","16674","xhosa","xhosa","language > xhosa","","0","0","0"
"17052","16674","yiddish","yiddish","language > yiddish","","0","0","0"
"17053","16674","yoruba","yoruba","language > yoruba","","0","0","0"
"17054","16674","zhuang","zhuang","language > zhuang","","0","0","0"
"17055","16674","chuang","chuang","language > chuang","","0","0","0"
"17056","16674","zulu","zulu","language > zulu","","0","0","0"
"17057","16674","chinese (taiwan)","chinese-taiwan","language > chinese-taiwan","","7","0","8"
"17058","16674","multilingual","multilingual","language > multilingual","","3","0","1"
"17059","16679","bit","bit","architecture > bit","","0","0","0"
"17060","16679","efficientnet","efficientnet","architecture > efficientnet","","0","0","6"
"17061","16679","hrnet-v2-w48","hrnet-v2-w48","architecture > hrnet-v2-w48","","0","0","0"
"17062","16679","maxim","maxim","architecture > maxim","","0","0","0"
"17063","16679","mobilevit","mobilevit","architecture > mobilevit","","0","0","0"
"17064","16679","mosaic","mosaic","architecture > mosaic","","0","0","0"
"17065","16679","multiple","multiple","architecture > multiple","","0","0","1"
"17066","16679","tnt","tnt","architecture > tnt","","0","0","0"
"17067","16679","video-swin-transformer","video-swin-transformer","architecture > video-swin-transformer","","0","0","0"
"17068","16679","vit","vit","architecture > vit","","0","0","4"
"17069","16673","aesthetic quality","aesthetic-quality","task > aesthetic-quality","","3","0","2"
"17070","16673","deblurring","deblurring","task > deblurring","","0","0","1"
"17071","16673","dehazing","dehazing","task > dehazing","","0","0","0"
"17072","16673","denoising","denoising","task > denoising","","5","0","2"
"17073","16673","frame interpolation","frame-interpolation","task > frame-interpolation","","1","0","1"
"17074","16673","object detection","object-detection","task > object-detection","","75","0","31"
"17075","16673","video classification","video-classification","task > video-classification","","11","1","3"
"17076","13200","data storytelling","data-storytelling","technique > data storytelling","","89","0","206"
"17077","16585","hugging face","hugging-face","packages > hugging face","","12","0","41"
"17078","16585","wandb","wandb","packages > wandb","","0","0","7"
"17079","16585","d3js","d3js","packages > d3js","","1","0","3"
"17080","16585","rapids","rapids-ai","packages > rapids","","0","0","0"
"17081","14100","multimodal","multimodal-data","data type > multimodal data","","27","0","19"
"17082","13200","knn","knn","technique > knn","","2","0","27"
"17083","16679","1x1 convolution","1x1-convolution","architecture > 1x1-convolution","","0","0","1"
"17084","16679","anti-alias downsampling","anti-alias-downsampling","architecture > anti-alias-downsampling","","0","0","0"
"17085","16679","attention dropout","attention-dropout","architecture > attention-dropout","","0","0","0"
"17086","16679","auxiliary classifier","auxiliary-classifier","architecture > auxiliary-classifier","","0","0","0"
"17087","16679","average pooling","average-pooling","architecture > average-pooling","","0","0","0"
"17088","16679","batch normalization","batch-normalization","architecture > batch-normalization","","0","0","2"
"17089","16679","blur pooling","blur-pooling","architecture > blur-pooling","","0","0","0"
"17090","16679","bottleneck residual block","bottleneck-residual-block","architecture > bottleneck-residual-block","","0","0","0"
"17091","16679","condconv","condconv","architecture > condconv","","0","0","0"
"17092","16679","convolution","convolution","architecture > convolution","","3","0","7"
"17093","16679","dla bottleneck residual block","dla-bottleneck-residual-block","architecture > dla-bottleneck-residual-block","","0","0","0"
"17094","16679","dla residual block","dla-residual-block","architecture > dla-residual-block","","0","0","0"
"17095","16679","dpn block","dpn-block","architecture > dpn-block","","0","0","0"
"17096","16679","dense block","dense-block","architecture > dense-block","","0","0","1"
"17097","16679","dense connections","dense-connections","architecture > dense-connections","","0","0","2"
"17098","16679","depthwise separable convolution","depthwise-separable-convolution","architecture > depthwise-separable-convolution","","0","0","0"
"17099","16679","dropout","dropout","architecture > dropout","","1","0","2"
"17100","16679","efficient channel attention","efficient-channel-attention","architecture > efficient-channel-attention","","0","0","0"
"17101","16679","fbnet block","fbnet-block","architecture > fbnet-block","","0","0","0"
"17102","16679","gelu","gelu","architecture > gelu","","0","0","0"
"17103","16679","global average pooling","global-average-pooling","architecture > global-average-pooling","","0","0","2"
"17104","16679","group normalization","group-normalization","architecture > group-normalization","","0","0","0"
"17105","16679","grouped convolution","grouped-convolution","architecture > grouped-convolution","","0","0","0"
"17106","16679","hard swish","hard-swish","architecture > hard-swish","","0","0","0"
"17107","16679","inplace-abn","inplace-abn","architecture > inplace-abn","","0","0","0"
"17108","16679","inception-a","inception-a","architecture > inception-a","","0","0","0"
"17109","16679","inception-b","inception-b","architecture > inception-b","","0","0","0"
"17110","16679","inception-c","inception-c","architecture > inception-c","","0","0","0"
"17111","16679","inception-resnet-v2-a","inception-resnet-v2-a","architecture > inception-resnet-v2-a","","0","0","0"
"17112","16679","inception-resnet-v2-b","inception-resnet-v2-b","architecture > inception-resnet-v2-b","","0","0","0"
"17113","16679","inception-resnet-v2-c","inception-resnet-v2-c","architecture > inception-resnet-v2-c","","0","0","0"
"17114","16679","inception-v3 module","inception-v3-module","architecture > inception-v3-module","","0","0","1"
"17115","16679","inverted residual block","inverted-residual-block","architecture > inverted-residual-block","","0","0","0"
"17116","16679","layer normalization","layer-normalization","architecture > layer-normalization","","0","0","0"
"17117","16679","leaky relu","leaky-relu","architecture > leaky-relu","","0","0","0"
"17118","16679","max pooling","max-pooling","architecture > max-pooling","","0","0","1"
"17119","16679","mish","mish","architecture > mish","","0","0","0"
"17120","16679","mixconv","mixconv","architecture > mixconv","","0","0","0"
"17121","16679","multi-head attention","multi-head-attention","architecture > multi-head-attention","","1","0","1"
"17122","16679","one-shot aggregation","one-shot-aggregation","architecture > one-shot-aggregation","","0","0","0"
"17123","16679","relu6","relu6","architecture > relu6","","0","0","0"
"17124","16679","relu","relu","architecture > relu","","0","0","2"
"17125","16679","reduction-a","reduction-a","architecture > reduction-a","","0","0","0"
"17126","16679","reduction-b","reduction-b","architecture > reduction-b","","0","0","0"
"17127","16679","res2next block","res2next-block","architecture > res2next-block","","0","0","0"
"17128","16679","res2net block","res2net-block","architecture > res2net-block","","0","0","0"
"17129","16679","resnext block","resnext-block","architecture > resnext-block","","0","0","0"
"17130","16679","residual block","residual-block","architecture > residual-block","","0","0","0"
"17131","16679","residual connection","residual-connection","architecture > residual-connection","","0","0","2"
"17132","16679","scaled dot-product attention","scaled-dot-product-attention","architecture > scaled-dot-product-attention","","0","0","0"
"17133","16679","selecsls block","selecsls-block","architecture > selecsls-block","","0","0","0"
"17134","16679","selective kernel","selective-kernel","architecture > selective-kernel","","0","0","0"
"17135","16679","softmax","softmax","architecture > softmax","","0","0","0"
"17136","16679","split attention","split-attention","architecture > split-attention","","0","0","0"
"17137","16679","squeeze-and-excitation block","squeeze-and-excitation-block","architecture > squeeze-and-excitation-block","","0","0","0"
"17138","16679","swish","swish","architecture > swish","","0","0","0"
"17139","16679","tanh activation","tanh-activation","architecture > tanh-activation","","0","0","0"
"17140","16679","weight standardization","weight-standardization","architecture > weight-standardization","","0","0","0"
"17141","16679","wide residual block","wide-residual-block","architecture > wide-residual-block","","0","0","0"
"17142","16673","image-to-text","image-to-text","task > image-to-text","","8","1","5"
